make,model,year_from,year_to,failure_reason,rfr_id,rfr_type_code,severity,frequency,pass_rate,total_tests
AUDI,A1 25,2020,2024,30335,30335,A,Low,0.0534,0.9053,1816
AUDI,A1 25,2020,2024,30856,30856,M,Low,0.0496,0.9053,1816
VOLKSWAGEN,E-GOLF,2020,2024,32037,32037,A,Low,0.6332,0.8802,4158
VOLKSWAGEN,E-GOLF,2020,2024,31194,31194,A,Low,0.4021,0.8802,4158
VOLKSWAGEN,E-GOLF,2020,2024,32115,32115,A,Low,0.1628,0.8802,4158
VOLKSWAGEN,E-GOLF,2020,2024,31189,31189,F,High,0.0683,0.8802,4158
VOLKSWAGEN,E-GOLF,2020,2024,31186,31186,F,High,0.0274,0.8802,4158
VOLKSWAGEN,E-GOLF,2020,2024,31194,31194,F,High,0.0269,0.8802,4158
VOLKSWAGEN,E-GOLF,2020,2024,31195,31195,A,Low,0.0265,0.8802,4158
VOLKSWAGEN,E-GOLF,2020,2024,30335,30335,A,Low,0.0265,0.8802,4158
VOLKSWAGEN,E-GOLF,2020,2024,30823,30823,M,Low,0.0219,0.8802,4158
VOLKSWAGEN,E-GOLF,2020,2024,10001,10001,A,Low,0.0209,0.8802,4158
HYUNDAI,TUCSON NAV48V,2020,2024,31194,31194,A,Low,0.2901,0.8543,3981
HYUNDAI,TUCSON NAV48V,2020,2024,30329,30329,A,Low,0.1542,0.8543,3981
HYUNDAI,TUCSON NAV48V,2020,2024,30616,30616,A,Low,0.1243,0.8543,3981
HYUNDAI,TUCSON NAV48V,2020,2024,31322,31322,A,Low,0.1055,0.8543,3981
HYUNDAI,TUCSON NAV48V,2020,2024,30335,30335,A,Low,0.0774,0.8543,3981
HYUNDAI,TUCSON NAV48V,2020,2024,30858,30858,P,Low,0.0754,0.8543,3981
HYUNDAI,TUCSON NAV48V,2020,2024,31789,31789,A,Low,0.0668,0.8543,3981
HYUNDAI,TUCSON NAV48V,2020,2024,10003,10003,A,Low,0.053,0.8543,3981
HYUNDAI,TUCSON NAV48V,2020,2024,31195,31195,A,Low,0.0437,0.8543,3981
HYUNDAI,TUCSON NAV48V,2020,2024,32037,32037,A,Low,0.0392,0.8543,3981
HONDA,JAZZ SR,2020,2024,31194,31194,A,Low,0.2258,0.9256,6361
HONDA,JAZZ SR,2020,2024,30856,30856,M,Low,0.1094,0.9256,6361
HONDA,JAZZ SR,2020,2024,31186,31186,A,Low,0.0781,0.9256,6361
HONDA,JAZZ SR,2020,2024,31195,31195,A,Low,0.0391,0.9256,6361
HONDA,JAZZ SR,2020,2024,32037,32037,A,Low,0.0335,0.9256,6361
HONDA,JAZZ SR,2020,2024,30858,30858,P,Low,0.0319,0.9256,6361
HONDA,JAZZ SR,2020,2024,32036,32036,A,Low,0.0274,0.9256,6361
HONDA,JAZZ SR,2020,2024,10003,10003,A,Low,0.0226,0.9256,6361
HONDA,JAZZ SR,2020,2024,30335,30335,A,Low,0.0217,0.9256,6361
HONDA,JAZZ SR,2020,2024,31186,31186,F,High,0.0156,0.9256,6361
PORSCHE,718 SPYDER,2020,2024,31194,31194,A,Low,0.1053,0.9768,475
PORSCHE,718 SPYDER,2020,2024,30823,30823,M,Low,0.0568,0.9768,475
PORSCHE,718 SPYDER,2020,2024,30499,30499,F,High,0.0526,0.9768,475
PORSCHE,718 SPYDER,2020,2024,31186,31186,F,High,0.0189,0.9768,475
PORSCHE,718 SPYDER,2020,2024,32037,32037,A,Low,0.0126,0.9768,475
PORSCHE,718 SPYDER,2020,2024,10001,10001,A,Low,0.0105,0.9768,475
PORSCHE,718 SPYDER,2020,2024,31195,31195,A,Low,0.0063,0.9768,475
PORSCHE,718 SPYDER,2020,2024,30205,30205,F,High,0.0042,0.9768,475
PORSCHE,718 SPYDER,2020,2024,31189,31189,F,High,0.0042,0.9768,475
PORSCHE,718 SPYDER,2020,2024,31186,31186,A,Low,0.0021,0.9768,475
HYUNDAI,COUPE,1995,1999,30305,30305,A,Low,1.4768,0.6034,237
HYUNDAI,COUPE,1995,1999,31194,31194,A,Low,1.0211,0.6034,237
HYUNDAI,COUPE,1995,1999,31407,31407,A,Low,0.5063,0.6034,237
HYUNDAI,COUPE,1995,1999,30335,30335,A,Low,0.4388,0.6034,237
HYUNDAI,COUPE,1995,1999,31302,31302,A,Low,0.4304,0.6034,237
HYUNDAI,COUPE,1995,1999,31940,31940,A,Low,0.346,0.6034,237
HYUNDAI,COUPE,1995,1999,31226,31226,A,Low,0.3122,0.6034,237
HYUNDAI,COUPE,1995,1999,31523,31523,F,High,0.2827,0.6034,237
HYUNDAI,COUPE,1995,1999,31322,31322,A,Low,0.2532,0.6034,237
HYUNDAI,COUPE,1995,1999,31485,31485,F,High,0.2278,0.6034,237
VAUXHALL,CORSA ENERGY,2015,2019,32037,32037,A,Low,0.2748,0.8199,2627
VAUXHALL,CORSA ENERGY,2015,2019,31194,31194,A,Low,0.2288,0.8199,2627
VAUXHALL,CORSA ENERGY,2015,2019,30335,30335,A,Low,0.2139,0.8199,2627
VAUXHALL,CORSA ENERGY,2015,2019,30329,30329,A,Low,0.0994,0.8199,2627
VAUXHALL,CORSA ENERGY,2015,2019,30858,30858,F,High,0.0601,0.8199,2627
VAUXHALL,CORSA ENERGY,2015,2019,31227,31227,F,High,0.0346,0.8199,2627
VAUXHALL,CORSA ENERGY,2015,2019,31186,31186,A,Low,0.0331,0.8199,2627
VAUXHALL,CORSA ENERGY,2015,2019,30477,30477,A,Low,0.0308,0.8199,2627
VAUXHALL,CORSA ENERGY,2015,2019,30858,30858,P,Low,0.0278,0.8199,2627
VAUXHALL,CORSA ENERGY,2015,2019,31195,31195,A,Low,0.0255,0.8199,2627
MASERATI,LEVANTE V6,2020,2024,30329,30329,A,Low,0.402,0.8392,199
MASERATI,LEVANTE V6,2020,2024,31194,31194,A,Low,0.3166,0.8392,199
MASERATI,LEVANTE V6,2020,2024,30335,30335,A,Low,0.2211,0.8392,199
MASERATI,LEVANTE V6,2020,2024,30858,30858,P,Low,0.1709,0.8392,199
MASERATI,LEVANTE V6,2020,2024,31186,31186,A,Low,0.1005,0.8392,199
MASERATI,LEVANTE V6,2020,2024,30895,30895,P,Low,0.0603,0.8392,199
MASERATI,LEVANTE V6,2020,2024,30856,30856,M,Low,0.0452,0.8392,199
MASERATI,LEVANTE V6,2020,2024,31194,31194,F,High,0.0251,0.8392,199
MASERATI,LEVANTE V6,2020,2024,30858,30858,F,High,0.0151,0.8392,199
MASERATI,LEVANTE V6,2020,2024,31186,31186,F,High,0.0151,0.8392,199
PEUGEOT,5008 P-TECH,2020,2024,30329,30329,A,Low,0.3016,0.819,315
PEUGEOT,5008 P-TECH,2020,2024,31194,31194,A,Low,0.2825,0.819,315
PEUGEOT,5008 P-TECH,2020,2024,10003,10003,A,Low,0.1365,0.819,315
PEUGEOT,5008 P-TECH,2020,2024,30335,30335,A,Low,0.1175,0.819,315
PEUGEOT,5008 P-TECH,2020,2024,32037,32037,A,Low,0.1079,0.819,315
PEUGEOT,5008 P-TECH,2020,2024,10001,10001,A,Low,0.0762,0.819,315
PEUGEOT,5008 P-TECH,2020,2024,30856,30856,M,Low,0.0508,0.819,315
PEUGEOT,5008 P-TECH,2020,2024,30329,30329,F,High,0.0444,0.819,315
PEUGEOT,5008 P-TECH,2020,2024,31186,31186,F,High,0.0381,0.819,315
PEUGEOT,5008 P-TECH,2020,2024,31195,31195,A,Low,0.0286,0.819,315
TOYOTA,YARIS DYNAMIC,2020,2024,31194,31194,A,Low,0.2753,0.9341,4156
TOYOTA,YARIS DYNAMIC,2020,2024,32037,32037,A,Low,0.18,0.9341,4156
TOYOTA,YARIS DYNAMIC,2020,2024,30335,30335,A,Low,0.0902,0.9341,4156
TOYOTA,YARIS DYNAMIC,2020,2024,31186,31186,A,Low,0.0573,0.9341,4156
TOYOTA,YARIS DYNAMIC,2020,2024,31194,31194,P,High,0.0416,0.9341,4156
TOYOTA,YARIS DYNAMIC,2020,2024,30861,30861,P,Low,0.0265,0.9341,4156
TOYOTA,YARIS DYNAMIC,2020,2024,30994,30994,P,Low,0.0195,0.9341,4156
TOYOTA,YARIS DYNAMIC,2020,2024,31195,31195,A,Low,0.0176,0.9341,4156
TOYOTA,YARIS DYNAMIC,2020,2024,32115,32115,A,Low,0.0154,0.9341,4156
TOYOTA,YARIS DYNAMIC,2020,2024,31194,31194,F,High,0.013,0.9341,4156
SSANGYONG,KORANDO VENTURA,2020,2024,31194,31194,A,Low,0.3462,0.7885,260
SSANGYONG,KORANDO VENTURA,2020,2024,30329,30329,A,Low,0.2154,0.7885,260
SSANGYONG,KORANDO VENTURA,2020,2024,30329,30329,F,High,0.1731,0.7885,260
SSANGYONG,KORANDO VENTURA,2020,2024,30823,30823,M,Low,0.0808,0.7885,260
SSANGYONG,KORANDO VENTURA,2020,2024,31194,31194,F,High,0.0654,0.7885,260
SSANGYONG,KORANDO VENTURA,2020,2024,32037,32037,A,Low,0.0615,0.7885,260
SSANGYONG,KORANDO VENTURA,2020,2024,30858,30858,F,High,0.0538,0.7885,260
SSANGYONG,KORANDO VENTURA,2020,2024,30333,30333,A,Low,0.0462,0.7885,260
SSANGYONG,KORANDO VENTURA,2020,2024,10001,10001,A,Low,0.0269,0.7885,260
SSANGYONG,KORANDO VENTURA,2020,2024,30858,30858,P,Low,0.0192,0.7885,260
TOYOTA,RAV4 DYNAMIC,2020,2024,31194,31194,A,Low,0.227,0.923,2533
TOYOTA,RAV4 DYNAMIC,2020,2024,30858,30858,P,Low,0.0679,0.923,2533
TOYOTA,RAV4 DYNAMIC,2020,2024,31186,31186,A,Low,0.0324,0.923,2533
TOYOTA,RAV4 DYNAMIC,2020,2024,30898,30898,P,Low,0.0308,0.923,2533
TOYOTA,RAV4 DYNAMIC,2020,2024,31195,31195,A,Low,0.0292,0.923,2533
TOYOTA,RAV4 DYNAMIC,2020,2024,30202,30202,A,Low,0.0276,0.923,2533
TOYOTA,RAV4 DYNAMIC,2020,2024,30856,30856,M,Low,0.0253,0.923,2533
TOYOTA,RAV4 DYNAMIC,2020,2024,31186,31186,F,High,0.0205,0.923,2533
TOYOTA,RAV4 DYNAMIC,2020,2024,32037,32037,A,Low,0.0193,0.923,2533
TOYOTA,RAV4 DYNAMIC,2020,2024,31194,31194,F,High,0.0193,0.923,2533
LAMBORGHINI,AVENTADOR,2010,2014,10001,10001,A,Low,0.459,0.9891,183
LAMBORGHINI,AVENTADOR,2010,2014,31194,31194,A,Low,0.0492,0.9891,183
LAMBORGHINI,AVENTADOR,2010,2014,32037,32037,A,Low,0.0219,0.9891,183
LAMBORGHINI,AVENTADOR,2010,2014,31649,31649,A,Low,0.0109,0.9891,183
LAMBORGHINI,AVENTADOR,2010,2014,31186,31186,A,Low,0.0109,0.9891,183
LAMBORGHINI,AVENTADOR,2010,2014,30201,30201,P,Low,0.0055,0.9891,183
VOLKSWAGEN,TIGUAN NAVIGATION,2015,2019,30329,30329,A,Low,0.3687,0.9184,1066
VOLKSWAGEN,TIGUAN NAVIGATION,2015,2019,31194,31194,A,Low,0.3508,0.9184,1066
VOLKSWAGEN,TIGUAN NAVIGATION,2015,2019,32037,32037,A,Low,0.1754,0.9184,1066
VOLKSWAGEN,TIGUAN NAVIGATION,2015,2019,30335,30335,A,Low,0.166,0.9184,1066
VOLKSWAGEN,TIGUAN NAVIGATION,2015,2019,10003,10003,A,Low,0.0985,0.9184,1066
VOLKSWAGEN,TIGUAN NAVIGATION,2015,2019,32115,32115,A,Low,0.0497,0.9184,1066
VOLKSWAGEN,TIGUAN NAVIGATION,2015,2019,31194,31194,F,High,0.0497,0.9184,1066
VOLKSWAGEN,TIGUAN NAVIGATION,2015,2019,31195,31195,A,Low,0.0338,0.9184,1066
VOLKSWAGEN,TIGUAN NAVIGATION,2015,2019,30333,30333,A,Low,0.0244,0.9184,1066
VOLKSWAGEN,TIGUAN NAVIGATION,2015,2019,10001,10001,A,Low,0.0225,0.9184,1066
HYMER,B,2020,2024,31195,31195,A,Low,0.3019,0.8774,106
HYMER,B,2020,2024,30335,30335,A,Low,0.1698,0.8774,106
HYMER,B,2020,2024,31194,31194,A,Low,0.1226,0.8774,106
HYMER,B,2020,2024,30858,30858,F,High,0.0566,0.8774,106
HYMER,B,2020,2024,30898,30898,F,High,0.0472,0.8774,106
HYMER,B,2020,2024,30856,30856,M,Low,0.0377,0.8774,106
HYMER,B,2020,2024,32075,32075,F,High,0.0283,0.8774,106
HYMER,B,2020,2024,30969,30969,F,High,0.0283,0.8774,106
HYMER,B,2020,2024,30994,30994,F,High,0.0189,0.8774,106
HYMER,B,2020,2024,30861,30861,F,High,0.0189,0.8774,106
IVECO,MOTORHOME,2000,2004,30335,30335,A,Low,0.2195,0.5854,82
IVECO,MOTORHOME,2000,2004,31940,31940,A,Low,0.1951,0.5854,82
IVECO,MOTORHOME,2000,2004,31043,31043,P,Low,0.1951,0.5854,82
IVECO,MOTORHOME,2000,2004,30865,30865,P,Low,0.1951,0.5854,82
IVECO,MOTORHOME,2000,2004,32041,32041,F,High,0.1463,0.5854,82
IVECO,MOTORHOME,2000,2004,31322,31322,A,Low,0.1341,0.5854,82
IVECO,MOTORHOME,2000,2004,30305,30305,A,Low,0.1098,0.5854,82
IVECO,MOTORHOME,2000,2004,31130,31130,M,Low,0.1098,0.5854,82
IVECO,MOTORHOME,2000,2004,31084,31084,M,Low,0.1098,0.5854,82
IVECO,MOTORHOME,2000,2004,31380,31380,F,High,0.0976,0.5854,82
FIAT,HYMER,1995,1999,31156,31156,A,Low,0.7682,0.5708,233
FIAT,HYMER,1995,1999,31940,31940,A,Low,0.6652,0.5708,233
FIAT,HYMER,1995,1999,30305,30305,A,Low,0.3305,0.5708,233
FIAT,HYMER,1995,1999,30335,30335,A,Low,0.2618,0.5708,233
FIAT,HYMER,1995,1999,30858,30858,F,High,0.1888,0.5708,233
FIAT,HYMER,1995,1999,32115,32115,F,High,0.1631,0.5708,233
FIAT,HYMER,1995,1999,31084,31084,M,Low,0.1588,0.5708,233
FIAT,HYMER,1995,1999,32115,32115,A,Low,0.1416,0.5708,233
FIAT,HYMER,1995,1999,30305,30305,F,High,0.1373,0.5708,233
FIAT,HYMER,1995,1999,31195,31195,A,Low,0.1373,0.5708,233
SUZUKI,KIZASHI,2010,2014,31226,31226,A,Low,1.1974,0.7811,466
SUZUKI,KIZASHI,2010,2014,31194,31194,A,Low,0.4506,0.7811,466
SUZUKI,KIZASHI,2010,2014,31533,31533,A,Low,0.2296,0.7811,466
SUZUKI,KIZASHI,2010,2014,30335,30335,A,Low,0.1824,0.7811,466
SUZUKI,KIZASHI,2010,2014,31195,31195,A,Low,0.1695,0.7811,466
SUZUKI,KIZASHI,2010,2014,30329,30329,A,Low,0.1524,0.7811,466
SUZUKI,KIZASHI,2010,2014,32037,32037,A,Low,0.1245,0.7811,466
SUZUKI,KIZASHI,2010,2014,31322,31322,A,Low,0.118,0.7811,466
SUZUKI,KIZASHI,2010,2014,32115,32115,F,High,0.0773,0.7811,466
SUZUKI,KIZASHI,2010,2014,30329,30329,F,High,0.0622,0.7811,466
BMW,418,2015,2019,30335,30335,A,Low,0.432,0.8283,1514
BMW,418,2015,2019,31194,31194,A,Low,0.4089,0.8283,1514
BMW,418,2015,2019,30329,30329,A,Low,0.2378,0.8283,1514
BMW,418,2015,2019,31195,31195,A,Low,0.2239,0.8283,1514
BMW,418,2015,2019,10019,10019,A,Low,0.1374,0.8283,1514
BMW,418,2015,2019,31322,31322,A,Low,0.0806,0.8283,1514
BMW,418,2015,2019,30333,30333,A,Low,0.0515,0.8283,1514
BMW,418,2015,2019,31942,31942,A,Low,0.0509,0.8283,1514
BMW,418,2015,2019,30329,30329,F,High,0.0482,0.8283,1514
BMW,418,2015,2019,32115,32115,A,Low,0.0469,0.8283,1514
VAUXHALL,INSIGNIA NAV,2020,2024,31194,31194,A,Low,0.3021,0.782,523
VAUXHALL,INSIGNIA NAV,2020,2024,30329,30329,A,Low,0.1166,0.782,523
VAUXHALL,INSIGNIA NAV,2020,2024,31186,31186,A,Low,0.0937,0.782,523
VAUXHALL,INSIGNIA NAV,2020,2024,30335,30335,A,Low,0.0631,0.782,523
VAUXHALL,INSIGNIA NAV,2020,2024,30329,30329,F,High,0.0554,0.782,523
VAUXHALL,INSIGNIA NAV,2020,2024,30333,30333,A,Low,0.0478,0.782,523
VAUXHALL,INSIGNIA NAV,2020,2024,10001,10001,A,Low,0.0421,0.782,523
VAUXHALL,INSIGNIA NAV,2020,2024,31938,31938,F,High,0.0382,0.782,523
VAUXHALL,INSIGNIA NAV,2020,2024,31186,31186,F,High,0.0382,0.782,523
VAUXHALL,INSIGNIA NAV,2020,2024,31195,31195,A,Low,0.0287,0.782,523
MERCEDES-BENZ,AMG A,2020,2024,31194,31194,A,Low,0.5022,0.9174,2893
MERCEDES-BENZ,AMG A,2020,2024,30329,30329,A,Low,0.3878,0.9174,2893
MERCEDES-BENZ,AMG A,2020,2024,32037,32037,A,Low,0.1535,0.9174,2893
MERCEDES-BENZ,AMG A,2020,2024,30200,30200,A,Low,0.1383,0.9174,2893
MERCEDES-BENZ,AMG A,2020,2024,10001,10001,A,Low,0.1096,0.9174,2893
MERCEDES-BENZ,AMG A,2020,2024,31186,31186,A,Low,0.0954,0.9174,2893
MERCEDES-BENZ,AMG A,2020,2024,31189,31189,F,High,0.0608,0.9174,2893
MERCEDES-BENZ,AMG A,2020,2024,31195,31195,A,Low,0.037,0.9174,2893
MERCEDES-BENZ,AMG A,2020,2024,31186,31186,F,High,0.0339,0.9174,2893
MERCEDES-BENZ,AMG A,2020,2024,30823,30823,M,Low,0.0315,0.9174,2893
HYUNDAI,ILOAD,2005,2009,30305,30305,A,Low,0.4074,0.5802,81
HYUNDAI,ILOAD,2005,2009,31194,31194,A,Low,0.321,0.5802,81
HYUNDAI,ILOAD,2005,2009,30335,30335,A,Low,0.3086,0.5802,81
HYUNDAI,ILOAD,2005,2009,30329,30329,A,Low,0.284,0.5802,81
HYUNDAI,ILOAD,2005,2009,10019,10019,A,Low,0.2222,0.5802,81
HYUNDAI,ILOAD,2005,2009,31084,31084,M,Low,0.2099,0.5802,81
HYUNDAI,ILOAD,2005,2009,31397,31397,A,Low,0.2099,0.5802,81
HYUNDAI,ILOAD,2005,2009,32037,32037,A,Low,0.2099,0.5802,81
HYUNDAI,ILOAD,2005,2009,30589,30589,M,Low,0.1975,0.5802,81
HYUNDAI,ILOAD,2005,2009,31016,31016,A,Low,0.1358,0.5802,81
TALBOT,MOTORHOME,1990,1994,31156,31156,A,Low,0.3684,0.7018,57
TALBOT,MOTORHOME,1990,1994,32041,32041,F,High,0.3509,0.7018,57
TALBOT,MOTORHOME,1990,1994,31606,31606,F,High,0.2982,0.7018,57
TALBOT,MOTORHOME,1990,1994,31485,31485,F,High,0.2982,0.7018,57
TALBOT,MOTORHOME,1990,1994,30616,30616,A,Low,0.2456,0.7018,57
TALBOT,MOTORHOME,1990,1994,31515,31515,F,High,0.2105,0.7018,57
TALBOT,MOTORHOME,1990,1994,30335,30335,A,Low,0.2105,0.7018,57
TALBOT,MOTORHOME,1990,1994,31940,31940,A,Low,0.2105,0.7018,57
TALBOT,MOTORHOME,1990,1994,31533,31533,A,Low,0.2105,0.7018,57
TALBOT,MOTORHOME,1990,1994,31322,31322,A,Low,0.2105,0.7018,57
JAGUAR,XJR,2015,2019,31194,31194,A,Low,1.6875,0.8966,464
JAGUAR,XJR,2015,2019,30333,30333,A,Low,0.3556,0.8966,464
JAGUAR,XJR,2015,2019,30329,30329,A,Low,0.2586,0.8966,464
JAGUAR,XJR,2015,2019,30335,30335,A,Low,0.1358,0.8966,464
JAGUAR,XJR,2015,2019,32037,32037,A,Low,0.0862,0.8966,464
JAGUAR,XJR,2015,2019,32036,32036,A,Low,0.0539,0.8966,464
JAGUAR,XJR,2015,2019,31164,31164,A,Low,0.0453,0.8966,464
JAGUAR,XJR,2015,2019,31227,31227,F,High,0.0409,0.8966,464
JAGUAR,XJR,2015,2019,31533,31533,A,Low,0.0345,0.8966,464
JAGUAR,XJR,2015,2019,31322,31322,A,Low,0.0345,0.8966,464
MERCEDES-BENZ,V350,2005,2009,30335,30335,A,Low,0.2109,0.8047,128
MERCEDES-BENZ,V350,2005,2009,31194,31194,A,Low,0.1797,0.8047,128
MERCEDES-BENZ,V350,2005,2009,32037,32037,A,Low,0.1797,0.8047,128
MERCEDES-BENZ,V350,2005,2009,31459,31459,A,Low,0.1406,0.8047,128
MERCEDES-BENZ,V350,2005,2009,30968,30968,F,High,0.1172,0.8047,128
MERCEDES-BENZ,V350,2005,2009,30478,30478,A,Low,0.0938,0.8047,128
MERCEDES-BENZ,V350,2005,2009,31195,31195,A,Low,0.0859,0.8047,128
MERCEDES-BENZ,V350,2005,2009,30217,30217,A,Low,0.0781,0.8047,128
MERCEDES-BENZ,V350,2005,2009,10019,10019,A,Low,0.0703,0.8047,128
MERCEDES-BENZ,V350,2005,2009,31543,31543,F,High,0.0703,0.8047,128
FIAT,BENIMAR,2020,2024,30895,30895,P,Low,0.0519,0.9286,154
FIAT,BENIMAR,2020,2024,31194,31194,A,Low,0.0519,0.9286,154
FIAT,BENIMAR,2020,2024,30898,30898,F,High,0.0325,0.9286,154
FIAT,BENIMAR,2020,2024,32048,32048,M,Low,0.0325,0.9286,154
FIAT,BENIMAR,2020,2024,32040,32040,M,Low,0.026,0.9286,154
FIAT,BENIMAR,2020,2024,31084,31084,M,Low,0.0195,0.9286,154
FIAT,BENIMAR,2020,2024,31113,31113,F,High,0.013,0.9286,154
FIAT,BENIMAR,2020,2024,30898,30898,P,Low,0.013,0.9286,154
FIAT,BENIMAR,2020,2024,30858,30858,F,High,0.013,0.9286,154
FIAT,BENIMAR,2020,2024,30858,30858,P,Low,0.0065,0.9286,154
VAUXHALL,MONARO,2000,2004,30305,30305,A,Low,0.2468,0.7403,154
VAUXHALL,MONARO,2000,2004,30335,30335,A,Low,0.1299,0.7403,154
VAUXHALL,MONARO,2000,2004,30305,30305,F,High,0.1299,0.7403,154
VAUXHALL,MONARO,2000,2004,31379,31379,A,Low,0.1039,0.7403,154
VAUXHALL,MONARO,2000,2004,31539,31539,A,Low,0.1039,0.7403,154
VAUXHALL,MONARO,2000,2004,31194,31194,A,Low,0.0909,0.7403,154
VAUXHALL,MONARO,2000,2004,30205,30205,F,High,0.0779,0.7403,154
VAUXHALL,MONARO,2000,2004,30329,30329,A,Low,0.0714,0.7403,154
VAUXHALL,MONARO,2000,2004,31226,31226,A,Low,0.0649,0.7403,154
VAUXHALL,MONARO,2000,2004,31533,31533,F,High,0.0649,0.7403,154
JAGUAR,XJR,2010,2014,31194,31194,A,Low,0.681,0.8589,163
JAGUAR,XJR,2010,2014,30329,30329,A,Low,0.411,0.8589,163
JAGUAR,XJR,2010,2014,31946,31946,A,Low,0.3926,0.8589,163
JAGUAR,XJR,2010,2014,31122,31122,P,High,0.3926,0.8589,163
JAGUAR,XJR,2010,2014,31407,31407,A,Low,0.3926,0.8589,163
JAGUAR,XJR,2010,2014,31227,31227,F,High,0.1779,0.8589,163
JAGUAR,XJR,2010,2014,30335,30335,A,Low,0.0307,0.8589,163
JAGUAR,XJR,2010,2014,31322,31322,A,Low,0.0307,0.8589,163
JAGUAR,XJR,2010,2014,31534,31534,A,Low,0.0245,0.8589,163
JAGUAR,XJR,2010,2014,30891,30891,F,High,0.0245,0.8589,163
LAMBORGHINI,AVENTADOR SVJ,2020,2024,,,,,0.0,0.9592,147
MASERATI,LEVANTE V6,2015,2019,31194,31194,A,Low,0.6798,0.876,484
MASERATI,LEVANTE V6,2015,2019,30335,30335,A,Low,0.1942,0.876,484
MASERATI,LEVANTE V6,2015,2019,30329,30329,A,Low,0.1715,0.876,484
MASERATI,LEVANTE V6,2015,2019,30329,30329,F,High,0.1384,0.876,484
MASERATI,LEVANTE V6,2015,2019,31186,31186,A,Low,0.0826,0.876,484
MASERATI,LEVANTE V6,2015,2019,30333,30333,A,Low,0.0764,0.876,484
MASERATI,LEVANTE V6,2015,2019,32036,32036,A,Low,0.0661,0.876,484
MASERATI,LEVANTE V6,2015,2019,31194,31194,F,High,0.0579,0.876,484
MASERATI,LEVANTE V6,2015,2019,31189,31189,F,High,0.0455,0.876,484
MASERATI,LEVANTE V6,2015,2019,32037,32037,A,Low,0.0351,0.876,484
LINCOLN,NAVIGATOR,2005,2009,30842,30842,M,Low,0.4032,0.8387,62
LINCOLN,NAVIGATOR,2005,2009,31194,31194,A,Low,0.3065,0.8387,62
LINCOLN,NAVIGATOR,2005,2009,30858,30858,F,High,0.2903,0.8387,62
LINCOLN,NAVIGATOR,2005,2009,30599,30599,F,High,0.2903,0.8387,62
LINCOLN,NAVIGATOR,2005,2009,31455,31455,M,Low,0.2581,0.8387,62
LINCOLN,NAVIGATOR,2005,2009,31940,31940,A,Low,0.2258,0.8387,62
LINCOLN,NAVIGATOR,2005,2009,30305,30305,A,Low,0.2258,0.8387,62
LINCOLN,NAVIGATOR,2005,2009,30968,30968,F,High,0.1613,0.8387,62
LINCOLN,NAVIGATOR,2005,2009,31189,31189,F,High,0.1452,0.8387,62
LINCOLN,NAVIGATOR,2005,2009,30823,30823,M,Low,0.1452,0.8387,62
VOLKSWAGEN,LT,1990,1994,30305,30305,A,Low,0.5932,0.5472,413
VOLKSWAGEN,LT,1990,1994,31940,31940,A,Low,0.4383,0.5472,413
VOLKSWAGEN,LT,1990,1994,31156,31156,A,Low,0.3051,0.5472,413
VOLKSWAGEN,LT,1990,1994,30898,30898,P,Low,0.247,0.5472,413
VOLKSWAGEN,LT,1990,1994,31043,31043,F,High,0.2179,0.5472,413
VOLKSWAGEN,LT,1990,1994,31485,31485,F,High,0.2107,0.5472,413
VOLKSWAGEN,LT,1990,1994,32037,32037,A,Low,0.1889,0.5472,413
VOLKSWAGEN,LT,1990,1994,32041,32041,F,High,0.1864,0.5472,413
VOLKSWAGEN,LT,1990,1994,30774,30774,A,Low,0.1695,0.5472,413
VOLKSWAGEN,LT,1990,1994,30865,30865,F,High,0.1671,0.5472,413
HYUNDAI,I10 N,2020,2024,32037,32037,A,Low,0.3505,0.8594,1806
HYUNDAI,I10 N,2020,2024,31194,31194,A,Low,0.2254,0.8594,1806
HYUNDAI,I10 N,2020,2024,30335,30335,A,Low,0.0659,0.8594,1806
HYUNDAI,I10 N,2020,2024,30858,30858,P,Low,0.0515,0.8594,1806
HYUNDAI,I10 N,2020,2024,30856,30856,M,Low,0.0454,0.8594,1806
HYUNDAI,I10 N,2020,2024,30858,30858,F,High,0.0449,0.8594,1806
HYUNDAI,I10 N,2020,2024,31186,31186,A,Low,0.0443,0.8594,1806
HYUNDAI,I10 N,2020,2024,30329,30329,A,Low,0.0305,0.8594,1806
HYUNDAI,I10 N,2020,2024,10001,10001,A,Low,0.0255,0.8594,1806
HYUNDAI,I10 N,2020,2024,31189,31189,F,High,0.0249,0.8594,1806
MITSUBISHI,GTO,2000,2004,31615,31615,A,Low,0.9006,0.7764,161
MITSUBISHI,GTO,2000,2004,10019,10019,A,Low,0.4472,0.7764,161
MITSUBISHI,GTO,2000,2004,30305,30305,A,Low,0.3789,0.7764,161
MITSUBISHI,GTO,2000,2004,32037,32037,A,Low,0.2422,0.7764,161
MITSUBISHI,GTO,2000,2004,31533,31533,A,Low,0.1925,0.7764,161
MITSUBISHI,GTO,2000,2004,30478,30478,A,Low,0.1615,0.7764,161
MITSUBISHI,GTO,2000,2004,31156,31156,A,Low,0.1304,0.7764,161
MITSUBISHI,GTO,2000,2004,31940,31940,A,Low,0.1118,0.7764,161
MITSUBISHI,GTO,2000,2004,31604,31604,M,Low,0.1118,0.7764,161
MITSUBISHI,GTO,2000,2004,31488,31488,A,Low,0.1118,0.7764,161
